754,NLL_h,Hindbrain,6
755,NLL_v,Hindbrain,6
756,NLLd,Hindbrain,6
757,NLLh,Hindbrain,6
758,NLLv,Hindbrain,6
770,NR,Hindbrain,6
772,NTB,Hindbrain,6
773,NTS,Hindbrain,6
774,NTS_ce,Hindbrain,6
775,NTS_co,Hindbrain,6
776,NTS_ge,Hindbrain,6
777,NTS_l,Hindbrain,6
778,NTS_m,Hindbrain,6
779,NTSce,Hindbrain,6
780,NTSco,Hindbrain,6
781,NTSge,Hindbrain,6
782,NTSl,Hindbrain,6
783,NTSm,Hindbrain,6
823,P,Hindbrain,6
824,P-mot,Hindbrain,6
825,P-sat,Hindbrain,6
826,P-sen,Hindbrain,6
843,PARN,Hindbrain,6
844,PAS,Hindbrain,6
845,PB,Hindbrain,6
847,PBl,Hindbrain,6
848,PBl_lc,Hindbrain,6
849,PBl_ld,Hindbrain,6
850,PBl_le,Hindbrain,6
851,PBl_ls,Hindbrain,6
852,PBl_lv,Hindbrain,6
853,PBlc,Hindbrain,6
854,PBld,Hindbrain,6
855,PBle,Hindbrain,6
856,PBls,Hindbrain,6
857,PBlv,Hindbrain,6
858,PBm,Hindbrain,6
859,PBm_m,Hindbrain,6
860,PBm_me,Hindbrain,6
861,PBme,Hindbrain,6
862,PBmm,Hindbrain,6
863,PBmv,Hindbrain,6
867,PCG,Hindbrain,6
882,PG,Hindbrain,6
883,PGRN,Hindbrain,6
884,PGRN_d,Hindbrain,6
885,PGRN_l,Hindbrain,6
886,PGRNd,Hindbrain,6
887,PGRNl,Hindbrain,6
894,PHY,Hindbrain,6
922,PMR,Hindbrain,6
930,POR,Hindbrain,6
939,PPY,Hindbrain,6
940,PPYd,Hindbrain,6
941,PPYs,Hindbrain,6
952,PRNc,Hindbrain,6
953,PRNr,Hindbrain,6
954,PRNv,Hindbrain,6
956,PRP,Hindbrain,6
963,PSV,Hindbrain,6
1032,RM,Hindbrain,6
1034,RO,Hindbrain,6
1035,RPA,Hindbrain,6
1036,RPO,Hindbrain,6
1100,SG,Hindbrain,6
1109,SLC,Hindbrain,6
1110,SLD,Hindbrain,6
1121,SOC,Hindbrain,6
1122,SOC_l,Hindbrain,6
1123,SOC_m,Hindbrain,6
1124,SOCl,Hindbrain,6
1125,SOCm,Hindbrain,6
1133,SPIV,Hindbrain,6
1137,SPVC,Hindbrain,6
1138,SPVI,Hindbrain,6
1139,SPVO,Hindbrain,6
1140,SPVO_cdm,Hindbrain,6
1141,SPVO_mdmd,Hindbrain,6
1142,SPVO_mdmv,Hindbrain,6
1143,SPVO_rdm,Hindbrain,6
1144,SPVO_vl,Hindbrain,6
1145,SPVOcdm,Hindbrain,6
1146,SPVOmdmd,Hindbrain,6
1147,SPVOmdmv,Hindbrain,6
1148,SPVOrdm,Hindbrain,6
1149,SPVOvl,Hindbrain,6
1153,SSN,Hindbrain,6
1262,SUT,Hindbrain,6
1263,SUV,Hindbrain,6
1289,TRN,Hindbrain,6
1311,V,Hindbrain,6
1317,VCO,Hindbrain,6
1321,VI,Hindbrain,6
1322,VII,Hindbrain,6
1393,VNC,Hindbrain,6
1409,x,Hindbrain,6
1411,XII,Hindbrain,6
1415,y,Hindbrain,6
1417,z,Hindbrain,6
1,A13,Interbrain,4
23,AD,Interbrain,4
24,ADP,Interbrain,4
25,AHA,Interbrain,4
26,AHN,Interbrain,4
27,AHN_a,Interbrain,4
28,AHN_c,Interbrain,4
29,AHN_p,Interbrain,4
30,AHNa,Interbrain,4
31,AHNc,Interbrain,4
32,AHNd,Interbrain,4
33,AHNp,Interbrain,4
55,AM,Interbrain,4
56,AM_d,Interbrain,4
57,AM_v,Interbrain,4
64,AMd,Interbrain,4
65,AMv,Interbrain,4
99,AQ,Interbrain,4
101,ARH,Interbrain,4
102,ASO,Interbrain,4
104,ATN,Interbrain,4
134,AV,Interbrain,4
135,AVP,Interbrain,4
136,AVPV,Interbrain,4
194,c,Interbrain,4
273,CL,Interbrain,4
277,CM,Interbrain,4
392,DMH,Interbrain,4
393,DMH_a,Interbrain,4
394,DMH_p,Interbrain,4
395,DMH_v,Interbrain,4
396,DMHa,Interbrain,4
397,DMHp,Interbrain,4
398,DMHv,Interbrain,4
401,DORpm,Interbrain,4
402,DORsm,Interbrain,4
460,EPI,Interbrain,4
467,FF,Interbrain,4
488,GENd,Interbrain,4
489,GENv,Interbrain,4
517,HY,Interbrain,4
519,IAD,Interbrain,4
521,IAM,Interbrain,4
523,IB,Interbrain,4
536,IGL,Interbrain,4
549,ILM,Interbrain,4
551,IMD,Interbrain,4
570,IVF,Interbrain,4
578,LAT,Interbrain,4
581,LD,Interbrain,4
587,LGd,Interbrain,4
588,LGv,Interbrain,4
589,LGvl,Interbrain,4
590,LGvm,Interbrain,4
591,LH,Interbrain,4
592,LHA,Interbrain,4
598,LM,Interbrain,4
601,LP,Interbrain,4
602,LPO,Interbrain,4
618,LZ,Interbrain,4
623,MBO,Interbrain,4
628,MD,Interbrain,4
629,MD_c,Interbrain,4
630,MD_I,Interbrain,4
631,MD_m,Interbrain,4
632,MDc,Interbrain,4
633,MDl,Interbrain,4
